date,sku,rating,review_text,sentiment_label,sentiment_confidence,sentiment_unified,sentiment_unified_expected,sentiment_all_scores_json,emotion_labels,emotion_scores_json,emotion_top_json,sarcasm_label,sarcasm_confidence,sarcastic,offensive_label,offensive_confidence,is_offensive,ensemble_label,ensemble_confidence,ensemble_unified_expected,ensemble_all_scores,aspects_found,aspect_count,aspect_sentiments_json,fraud_prob_rf,fraud_prob_gb,fraud_prob_ensemble,fraud_flag
2024-11-10,TB-IND-007,1,Customer service is non-existent. Been waiting 3 weeks for a response.,very negative,0.4578317105770111,-1.0,-0.579201002717572,"{""very negative"": 0.4578317105770111, ""neutral"": 0.15317650139331818, ""positive"": 0.025456801056861877, ""very positive"": 0.025456801056861877}","disappointment,annoyance","{""disappointment"": 0.5341309905052185, ""annoyance"": 0.31432658433914185}","[{""label"": ""disappointment"", ""score"": 0.5341309905052185}, {""label"": ""annoyance"", ""score"": 0.31432658433914185}, {""label"": ""neutral"", ""score"": 0.20545412600040436}, {""label"": ""disapproval"", ""score"": 0.15114009380340576}, {""label"": ""sadness"", ""score"": 0.023914506658911705}]",non_irony,0.6569333672523499,False,non-offensive,0.8544687032699585,False,very negative,0.5237635042443357,-0.660936624657393,"{'very negative': 0.5237635042443357, 'negative': 0.32308299790627537, 'neutral': 0.11896907014700935, 'positive': 0.019632098324598595, 'very positive': 0.01455232937778113}",service,1,"{""service"": {""polarity"": 0.0, ""subjectivity"": 0.0}}",1.0,0.9999794383626421,0.9999897191813211,1
2025-01-15,LP-IND-003,1,"Sehr gutes Produkt, schnelle Lieferung und tolle Qualitat. Empfehlenswert!",positive,0.5607585906982422,0.5,0.63179622013243,"{""very negative"": 0.019466347992420197, ""neutral"": 0.01999477855861187, ""positive"": 0.5607585906982422, ""very positive"": 0.3811355233192444}",neutral,"{""neutral"": 0.9314554929733276}","[{""label"": ""neutral"", ""score"": 0.9314554929733276}, {""label"": ""approval"", ""score"": 0.03372388705611229}, {""label"": ""annoyance"", ""score"": 0.009257086552679539}, {""label"": ""admiration"", ""score"": 0.006478950381278992}, {""label"": ""realization"", ""score"": 0.0048216269351542}]",non_irony,0.9127270579338074,False,non-offensive,0.7963050007820129,False,very positive,0.6347997537790739,0.7859771082415573,"{'very negative': 0.01028075764178558, 'negative': 0.010119134316932208, 'neutral': 0.011764995736738153, 'positive': 0.33303535852547006, 'very positive': 0.6347997537790739}",camera,1,"{""camera"": {""polarity"": 0.0, ""subjectivity"": 0.0}}",1.0,0.9999794383626421,0.9999897191813211,1
2024-11-21,HP-IND-006,5,Customer service was amazing. They resolved my query within minutes.,positive,0.6071091294288635,0.5,0.5974647468222958,"{""very negative"": 0.017765464261174202, ""neutral"": 0.03513293340802193, ""positive"": 0.6071091294288635, ""very positive"": 0.31808170676231384}",admiration,"{""admiration"": 0.9301038980484009}","[{""label"": ""admiration"", ""score"": 0.9301038980484009}, {""label"": ""approval"", ""score"": 0.06624912470579147}, {""label"": ""neutral"", ""score"": 0.026406768709421158}, {""label"": ""excitement"", ""score"": 0.022681886330246925}, {""label"": ""joy"", ""score"": 0.018670279532670975}]",irony,0.8352649807929993,True,non-offensive,0.9490030407905579,False,very positive,0.5178454861219189,0.7139974856230034,"{'very negative': 0.010832939099810597, 'negative': 0.013445128388537286, 'neutral': 0.030461440799405735, 'positive': 0.4274150055903274, 'very positive': 0.5178454861219189}",service,1,"{""service"": {""polarity"": 0.6, ""subjectivity"": 0.9}}",1.0,0.9999794383626421,0.9999897191813211,1
2024-11-19,TV-IND-001,4,Customer service was amazing. They resolved my query within minutes.,positive,0.6071091294288635,0.5,0.5974647468222958,"{""very negative"": 0.017765464261174202, ""neutral"": 0.03513293340802193, ""positive"": 0.6071091294288635, ""very positive"": 0.31808170676231384}",admiration,"{""admiration"": 0.9301038980484009}","[{""label"": ""admiration"", ""score"": 0.9301038980484009}, {""label"": ""approval"", ""score"": 0.06624912470579147}, {""label"": ""neutral"", ""score"": 0.026406768709421158}, {""label"": ""excitement"", ""score"": 0.022681886330246925}, {""label"": ""joy"", ""score"": 0.018670279532670975}]",irony,0.8352649807929993,True,non-offensive,0.9490030407905579,False,very positive,0.5178454861219189,0.7139974856230034,"{'very negative': 0.010832939099810597, 'negative': 0.013445128388537286, 'neutral': 0.030461440799405735, 'positive': 0.4274150055903274, 'very positive': 0.5178454861219189}",service,1,"{""service"": {""polarity"": 0.6, ""subjectivity"": 0.9}}",1.0,0.9999794383626421,0.9999897191813211,1
2024-12-16,TV-IND-001,4,The processor handles multitasking effortlessly. No lag whatsoever.,neutral,0.7597368359565735,0.0,0.00797338825580054,"{""very negative"": 0.045921143144369125, ""neutral"": 0.7597368359565735, ""positive"": 0.05292467027902603, ""very positive"": 0.05003025010228157}","admiration,approval,neutral","{""admiration"": 0.3868221342563629, ""approval"": 0.3720160722732544, ""neutral"": 0.3502216339111328}","[{""label"": ""admiration"", ""score"": 0.3868221342563629}, {""label"": ""approval"", ""score"": 0.3720160722732544}, {""label"": ""neutral"", ""score"": 0.3502216339111328}, {""label"": ""realization"", ""score"": 0.014902401715517044}, {""label"": ""pride"", ""score"": 0.008550484664738178}]",irony,0.5463454127311707,True,non-offensive,0.8667475581169128,False,neutral,0.41363768632224357,0.3342752042559785,"{'very negative': 0.03203190014385961, 'negative': 0.05953941489534304, 'neutral': 0.41363768632224357, 'positive': 0.19742837358208862, 'very positive': 0.2973626250564653}",performance,1,"{""performance"": {""polarity"": 0.0, ""subjectivity"": 0.0}}",0.0,2.322737603998423e-05,1.1613688019992115e-05,0
2025-01-07,LP-IND-003,3,"Produit moyen, rien de special. Correct pour le prix.",neutral,0.5150242447853088,0.0,-0.05506495812182074,"{""very negative"": 0.06442885845899582, ""neutral"": 0.5150242447853088, ""positive"": 0.053058139979839325, ""very positive"": 0.03008083999156952}","neutral,approval","{""neutral"": 0.7311878800392151, ""approval"": 0.37109485268592834}","[{""label"": ""neutral"", ""score"": 0.7311878800392151}, {""label"": ""approval"", ""score"": 0.37109485268592834}, {""label"": ""realization"", ""score"": 0.009801529347896576}, {""label"": ""disapproval"", ""score"": 0.0073822857812047005}, {""label"": ""optimism"", ""score"": 0.0072937230579555035}]",non_irony,0.9293095469474792,False,non-offensive,0.8186534643173218,False,neutral,0.6368544777155807,-0.13020406591782654,"{'very negative': 0.037081687743321254, 'negative': 0.2644334858938339, 'neutral': 0.6368544777155807, 'positive': 0.04507196774970501, 'very positive': 0.016558380897559156}",software,1,"{""software"": {""polarity"": 0.3571, ""subjectivity"": 0.5714}}",0.0,2.322737603998423e-05,1.1613688019992115e-05,0
2024-11-14,MB-IND-002,4,"Sound quality is phenomenal, crisp highs and deep bass. Worth every penny.",positive,0.49539729952812195,0.5,0.6590491162612364,"{""very negative"": 0.019894424825906754, ""neutral"": 0.05166413262486458, ""positive"": 0.49539729952812195, ""very positive"": 0.49539729952812195}",admiration,"{""admiration"": 0.9490026235580444}","[{""label"": ""admiration"", ""score"": 0.9490026235580444}, {""label"": ""approval"", ""score"": 0.04883971065282822}, {""label"": ""neutral"", ""score"": 0.030404893681406975}, {""label"": ""gratitude"", ""score"": 0.010029646568000317}, {""label"": ""disapproval"", ""score"": 0.006704993546009064}]",non_irony,0.7751739025115967,False,non-offensive,0.8951526284217834,False,very positive,0.6706748718224573,0.7956813606915429,"{'very negative': 0.009681538935096162, 'negative': 0.011911913980573287, 'neutral': 0.0264437056729364, 'positive': 0.28128796958893676, 'very positive': 0.6706748718224573}","sound,build_quality,price_value",3,"{""sound"": {""polarity"": 0.2167, ""subjectivity"": 0.3861}, ""build_quality"": {""polarity"": 0.2167, ""subjectivity"": 0.3861}, ""price_value"": {""polarity"": 0.2167, ""subjectivity"": 0.3861}}",0.0,2.322737603998423e-05,1.1613688019992115e-05,0
2024-12-19,TB-IND-007,5,Customer service was amazing. They resolved my query within minutes.,positive,0.6071091294288635,0.5,0.5974647468222958,"{""very negative"": 0.017765464261174202, ""neutral"": 0.03513293340802193, ""positive"": 0.6071091294288635, ""very positive"": 0.31808170676231384}",admiration,"{""admiration"": 0.9301038980484009}","[{""label"": ""admiration"", ""score"": 0.9301038980484009}, {""label"": ""approval"", ""score"": 0.06624912470579147}, {""label"": ""neutral"", ""score"": 0.026406768709421158}, {""label"": ""excitement"", ""score"": 0.022681886330246925}, {""label"": ""joy"", ""score"": 0.018670279532670975}]",irony,0.8352649807929993,True,non-offensive,0.9490030407905579,False,very positive,0.5178454861219189,0.7139974856230034,"{'very negative': 0.010832939099810597, 'negative': 0.013445128388537286, 'neutral': 0.030461440799405735, 'positive': 0.4274150055903274, 'very positive': 0.5178454861219189}",service,1,"{""service"": {""polarity"": 0.6, ""subjectivity"": 0.9}}",1.0,0.9999794383626421,0.9999897191813211,1
2024-10-07,TB-IND-007,2,"Bahut achha product hai, value for money. Camera bhi bahut accha hai.",positive,0.5882152915000916,0.5,0.4220367277463888,"{""very negative"": 0.0290150735527277, ""neutral"": 0.18226198852062225, ""positive"": 0.5882152915000916, ""very positive"": 0.1714218407869339}",neutral,"{""neutral"": 0.7110043168067932}","[{""label"": ""neutral"", ""score"": 0.7110043168067932}, {""label"": ""approval"", ""score"": 0.15353593230247498}, {""label"": ""admiration"", ""score"": 0.0266432985663414}, {""label"": ""amusement"", ""score"": 0.018048683181405067}, {""label"": ""joy"", ""score"": 0.013174094259738922}]",non_irony,0.8170913457870483,False,non-offensive,0.7812522053718567,False,positive,0.3028496907282011,-0.09545386423244574,"{'very negative': 0.2347288366266879, 'negative': 0.20177706670201723, 'neutral': 0.1719057455619436, 'positive': 0.3028496907282011, 'very positive': 0.0887386603811502}","camera,price_value",2,"{""camera"": {""polarity"": 0.0, ""subjectivity"": 0.0}, ""price_value"": {""polarity"": 0.0, ""subjectivity"": 0.0}}",0.99,0.9999794383626421,0.9949897191813211,1
2025-01-08,MB-IND-002,4,The processor handles multitasking effortlessly. No lag whatsoever.,neutral,0.7597368359565735,0.0,0.00797338825580054,"{""very negative"": 0.045921143144369125, ""neutral"": 0.7597368359565735, ""positive"": 0.05292467027902603, ""very positive"": 0.05003025010228157}","admiration,approval,neutral","{""admiration"": 0.3868221342563629, ""approval"": 0.3720160722732544, ""neutral"": 0.3502216339111328}","[{""label"": ""admiration"", ""score"": 0.3868221342563629}, {""label"": ""approval"", ""score"": 0.3720160722732544}, {""label"": ""neutral"", ""score"": 0.3502216339111328}, {""label"": ""realization"", ""score"": 0.014902401715517044}, {""label"": ""pride"", ""score"": 0.008550484664738178}]",irony,0.5463454127311707,True,non-offensive,0.8667475581169128,False,neutral,0.41363768632224357,0.3342752042559785,"{'very negative': 0.03203190014385961, 'negative': 0.05953941489534304, 'neutral': 0.41363768632224357, 'positive': 0.19742837358208862, 'very positive': 0.2973626250564653}",performance,1,"{""performance"": {""polarity"": 0.0, ""subjectivity"": 0.0}}",0.0,2.322737603998423e-05,1.1613688019992115e-05,0
2024-11-20,LP-IND-003,4,"Durability is impressive, been using for 6 months with zero issues.",positive,0.8207300305366516,0.5,0.47055570951936276,"{""very negative"": 0.01670188084244728, ""neutral"": 0.05924329534173012, ""positive"": 0.8207300305366516, ""very positive"": 0.0840175449848175}",admiration,"{""admiration"": 0.901075005531311}","[{""label"": ""admiration"", ""score"": 0.901075005531311}, {""label"": ""approval"", ""score"": 0.09503141790628433}, {""label"": ""neutral"", ""score"": 0.046847887337207794}, {""label"": ""realization"", ""score"": 0.013351649045944214}, {""label"": ""gratitude"", ""score"": 0.0120680071413517}]",irony,0.8547757267951965,True,non-offensive,0.930757999420166,False,positive,0.5569887158305344,0.6128566989058618,"{'very negative': 0.01582085427114389, 'negative': 0.01807752576038089, 'neutral': 0.04989094599601189, 'positive': 0.5569887158305344, 'very positive': 0.359221958141929}",build_quality,1,"{""build_quality"": {""polarity"": 1.0, ""subjectivity"": 1.0}}",1.0,0.9999794383626421,0.9999897191813211,1
2025-02-23,AC-IND-005,1,Amazing how they managed to make something this expensive feel this cheap. Truly impressive engineering.,positive,0.4396990239620209,0.5,0.31582474380543,"{""very negative"": 0.1261758953332901, ""neutral"": 0.04508422315120697, ""positive"": 0.4396990239620209, ""very positive"": 0.29556727409362793}",admiration,"{""admiration"": 0.9478908181190491}","[{""label"": ""admiration"", ""score"": 0.9478908181190491}, {""label"": ""approval"", ""score"": 0.02901063673198223}, {""label"": ""neutral"", ""score"": 0.022152459248900414}, {""label"": ""excitement"", ""score"": 0.01925773359835148}, {""label"": ""surprise"", ""score"": 0.016320671886205673}]",irony,0.9598375558853149,True,non-offensive,0.8323938250541687,False,very positive,0.5862660595648388,0.600232457050853,"{'very negative': 0.07404996035967994, 'negative': 0.06798176720376796, 'neutral': 0.027687729976557038, 'positive': 0.24401448289515626, 'very positive': 0.5862660595648388}",price_value,1,"{""price_value"": {""polarity"": 0.375, ""subjectivity"": 0.825}}",1.0,0.9999794383626421,0.9999897191813211,1
2024-12-08,RF-IND-008,3,Packaging was good but product is just average in terms of quality.,neutral,0.22643636167049408,0.0,0.02154465263355148,"{""very negative"": 0.020769914612174034, ""neutral"": 0.22643636167049408, ""positive"": 0.03994236886501312, ""very positive"": 0.018210014328360558}","disappointment,admiration","{""disappointment"": 0.35051408410072327, ""admiration"": 0.31660306453704834}","[{""label"": ""disappointment"", ""score"": 0.35051408410072327}, {""label"": ""admiration"", ""score"": 0.31660306453704834}, {""label"": ""disapproval"", ""score"": 0.20833034813404083}, {""label"": ""approval"", ""score"": 0.14557017385959625}, {""label"": ""neutral"", ""score"": 0.10623263567686081}]",non_irony,0.5526584982872009,False,non-offensive,0.8434349298477173,False,neutral,0.453351716995365,-0.1960654481292356,"{'very negative': 0.021852301359904236, 'negative': 0.4430510521784736, 'neutral': 0.453351716995365, 'positive': 0.06886510029270336, 'very positive': 0.012879829173553764}","build_quality,delivery",2,"{""build_quality"": {""polarity"": 0.275, ""subjectivity"": 0.5}, ""delivery"": {""polarity"": 0.275, ""subjectivity"": 0.5}}",0.0,2.322737603998423e-05,1.1613688019992115e-05,0
2024-12-07,AC-IND-005,5,"Screen resolution is crystal clear, perfect for streaming and gaming.",positive,0.392398476600647,0.5,0.542207413406494,"{""very negative"": 0.025593694299459457, ""neutral"": 0.16940507292747498, ""positive"": 0.392398476600647, ""very positive"": 0.38130703568458557}",approval,"{""approval"": 0.5070986747741699}","[{""label"": ""approval"", ""score"": 0.5070986747741699}, {""label"": ""neutral"", ""score"": 0.2965473234653473}, {""label"": ""admiration"", ""score"": 0.2750425338745117}, {""label"": ""realization"", ""score"": 0.009711122140288353}, {""label"": ""optimism"", ""score"": 0.009128984063863754}]",irony,0.6862936615943909,True,non-offensive,0.9093480110168457,False,very positive,0.612570327476918,0.72543248640677,"{'very negative': 0.013523971201040229, 'negative': 0.01637699156041871, 'neutral': 0.08837945793941993, 'positive': 0.26914925182220323, 'very positive': 0.612570327476918}",display,1,"{""display"": {""polarity"": 0.55, ""subjectivity"": 0.6917}}",1.0,0.9999794383626421,0.9999897191813211,1
2024-12-02,HP-IND-006,4,Photo quality rivals phones twice the price. Very happy with the camera.,positive,0.9200547933578491,0.5,0.4818561179793535,"{""very negative"": 0.009893827140331268, ""neutral"": 0.01960623636841774, ""positive"": 0.9200547933578491, ""very positive"": 0.03305947035551071}",joy,"{""joy"": 0.8326600790023804}","[{""label"": ""joy"", ""score"": 0.8326600790023804}, {""label"": ""admiration"", ""score"": 0.12147273868322372}, {""label"": ""approval"", ""score"": 0.08454403281211853}, {""label"": ""neutral"", ""score"": 0.041709545999765396}, {""label"": ""relief"", ""score"": 0.027668539434671402}]",non_irony,0.5060417652130127,False,non-offensive,0.9031765460968018,False,positive,0.5776607744917366,0.6689630330710031,"{'very negative': 0.005737670065603944, 'negative': 0.009766195032079587, 'neutral': 0.016081947003801233, 'positive': 0.5776607744917366, 'very positive': 0.3907534134067786}","camera,build_quality,price_value,software,cooling",5,"{""camera"": {""polarity"": 1.0, ""subjectivity"": 1.0}, ""build_quality"": {""polarity"": 1.0, ""subjectivity"": 1.0}, ""price_value"": {""polarity"": 1.0, ""subjectivity"": 1.0}, ""software"": {""polarity"": 1.0, ""subjectivity"": 1.0}, ""cooling"": {""polarity"": 1.0, ""subjectivity"": 1.0}}",1.0,0.9999794383626421,0.9999897191813211,1
